Entrez Gene	ID	C_adj.P.Val	C_P.Value	C_t	C_B	C_logFC	B_adj.P.Val	B_P.Value	B_t	B_B	B_logFC
8092	ALX1	0.094	0.0392	-2.079963	-4.48121	-0.1328968	0.281	0.16	-1.4165525	-5.66838	-0.11942754
257	ALX3	0.0865	0.0352	-2.125664	-4.38904	-0.0982849	0.323	0.193	-1.3109471	-5.80867	-0.07420911
60529	ALX4	0.186	0.0949	-1.68096	-5.20489	-0.1277566	0.495	0.349	-0.9423414	-6.21574	-0.08901139
	AMAC1	0.737	0.629	-0.48451	-6.47158	-0.0099103	0.282	0.161	1.4121158	-5.67448	0.04159317
	AMAC1L2	0.0469	0.0161	-2.434774	-3.71657	-0.1863117	0.615	0.476	-0.7165025	-6.40061	-0.07309213
23600	AMACR	0.0657	0.0248	2.267223	-4.09162	0.2318983	0.499	0.352	-0.935174	-6.22237	-0.13047205
258	AMBN	0.0125	0.00299	-3.01771	-2.22279	-0.2582512	0.356	0.221	-1.2321991	-5.90647	-0.13457039
259	AMBP	0.00452	0.000833	-3.410506	-1.05767	-0.9152385	0.000171	1.41e-05	-4.5971998	2.75813	-1.37406004
55626	AMBRA1	0.000182	1.5e-05	4.474623	2.68488	0.3649778	0.00245	0.000382	3.6934128	-0.35048	0.30706522
262	AMD1	0.0692	0.0265	-2.240419	-4.14931	-0.177961	0.0249	0.00691	-2.7657226	-3.00783	-0.31266253
144193	AMDHD1	0.398	0.263	-1.124193	-5.96583	-0.0895929	0.576	0.431	-0.7908385	-6.34523	-0.08179814
51005	AMDHD2	0.626	0.496	0.682181	-6.35793	0.0433624	0.00348	0.00059	3.5643528	-0.75528	0.27932402
265	AMELX	0.278	0.161	1.407589	-5.61527	0.1015338	0.559	0.412	0.8247063	-6.31822	0.06944824
266	AMELY	0.195	0.101	-1.651231	-5.25292	-0.0804601	0.339	0.207	-1.2701396	-5.86008	-0.08490787
267	AMFR	0.953	0.929	0.088789	-6.58355	0.008077	0.409	0.267	-1.116831	-6.03917	-0.11167909
268	AMH	0.2	0.104	-1.636163	-5.27695	-0.1147241	0.0367	0.0113	-2.5875273	-3.44631	-0.20499275
269	AMHR2	0.00287	0.000475	-3.572971	-0.54016	-0.3633808	0.00121	0.000159	-3.9450462	0.4685	-0.47220807
	AMICA1	0.0344	0.0108	2.580787	-3.36966	0.4492579	0.337	0.205	1.2759217	-5.85289	0.29763147
57463	AMIGO1	0.00165	0.000238	-3.765907	0.10054	-0.1806306	8.44e-06	3.5e-07	-5.5074211	6.29109	-0.32730124
347902	AMIGO2	2.13e-05	1.03e-06	5.094929	5.22035	0.8383816	8.33e-08	1.16e-09	6.8009189	11.79442	1.3853913
386724	AMIGO3	0.0104	0.00235	-3.094242	-2.00553	-0.1299854	0.0892	0.0353	-2.1370362	-4.44093	-0.11890476
9949	AMMECR1	0.000518	5.63e-05	4.146524	1.44471	0.2088928	0.0536	0.0184	2.4023369	-3.87535	0.15234886
83607	AMMECR1L	0.0411	0.0136	2.497235	-3.57043	0.1027813	0.0198	0.00515	2.8688828	-2.74279	0.15211491
81693	AMN	0.412	0.275	-1.094614	-5.99798	-0.1920481	0.00531	0.00099	-3.406533	-1.2356	-0.68706315
196394	AMN1	0.175	0.0876	1.719199	-5.14191	0.1395021	0.439	0.295	1.0533514	-6.10679	0.10392236
154796	AMOT	0.326	0.2	1.286253	-5.77476	0.0773822	0.392	0.252	-1.152957	-5.99898	-0.09119151
154810	AMOTL1	0.683	0.564	-0.577877	-6.42268	-0.0383835	0.459	0.314	1.0122709	-6.14849	0.0812619
51421	AMOTL2	0.42	0.284	-1.075469	-6.01834	-0.1563436	0.96	0.934	-0.0825021	-6.65183	-0.01390787
270	AMPD1	0.283	0.165	1.393633	-5.63432	0.174581	0.73	0.609	0.5127877	-6.52462	0.08920911
271	AMPD2	0.464	0.326	-0.984975	-6.10978	-0.0731414	0.692	0.564	0.5797553	-6.48835	0.05655901
272	AMPD3	5.59e-05	3.48e-06	4.820201	4.06789	0.5504375	1.07e-06	2.79e-08	6.0925737	8.72421	0.98848861
273	AMPH	0.186	0.0947	-1.68167	-5.20374	-0.0938957	0.154	0.072	-1.8207298	-5.03676	-0.1193354
275	AMT	0.00479	9e-04	-3.387675	-1.12875	-0.3859705	0.000304	2.89e-05	-4.4095348	2.07617	-0.63818219
278	AMY1C	0.00128	0.000171	-3.855388	0.40711	-2.3001391	0.00548	0.00103	-3.3936964	-1.27395	-2.62306211
280	AMY2B	0.337	0.209	1.261794	-5.8052	0.1094413	0.408	0.266	1.1185434	-6.0373	0.12658696
155185	AMZ1	0.000248	2.23e-05	4.378665	2.31463	0.271932	1.44e-07	2.36e-09	6.6448518	11.10821	0.96061905
51321	AMZ2	0.34	0.212	-1.252687	-5.8164	-0.1122531	0.596	0.454	-0.751443	-6.37525	-0.06486957
64682	ANAPC1	0.0149	0.00373	2.946228	-2.42137	0.1062691	0.0432	0.0139	2.5095307	-3.63037	0.11573188
10393	ANAPC10	0.284	0.166	1.3923	-5.63613	0.1105327	0.951	0.919	-0.1020853	-6.65004	-0.01035818
51529	ANAPC11	0.00731	0.00153	3.228985	-1.61146	0.2140068	0.000355	3.5e-05	4.3588895	1.8952	0.29868012
25847	ANAPC13	0.0887	0.0363	-2.112379	-4.41603	-0.1477737	0.00318	0.000525	-3.5991801	-0.64709	-0.32694203
29882	ANAPC2	0.744	0.638	-0.471502	-6.47771	-0.0179223	0.287	0.165	1.4002133	-5.69076	0.08254762
29945	ANAPC4	0.527	0.388	0.864976	-6.2188	0.0738995	0.824	0.733	-0.3425424	-6.59689	-0.0374472
51433	ANAPC5	0.544	0.407	-0.830659	-6.24741	-0.0541663	0.307	0.18	-1.3501104	-5.75786	-0.12459627
51434	ANAPC7	0.00345	0.000594	3.509131	-0.74594	0.2392442	0.285	0.163	1.4060446	-5.6828	0.12200518
283	ANG	0.338	0.211	1.257424	-5.81059	0.1365819	0.0546	0.0188	-2.3927244	-3.89686	-0.35356004
23357	ANGEL1	0.00139	0.00019	-3.826718	0.30824	-0.3372182	0.000207	1.76e-05	-4.539071	2.54501	-0.4635911
90806	ANGEL2	0.081	0.0323	2.160708	-4.31708	0.1227284	0.899	0.838	0.2053161	-6.63426	0.01562319
284	ANGPT1	0.0764	0.03	-2.190463	-4.25512	-0.1656127	0.00249	0.000389	-3.6875695	-0.36904	-0.35459213
285	ANGPT2	0.659	0.535	0.622287	-6.39641	0.0647967	0.162	0.0767	1.7911878	-5.08793	0.25713147
51378	ANGPT4	0.000366	3.63e-05	-4.257413	1.85565	-0.4765734	0.0254	0.00708	-2.757203	-3.02935	-0.46429814
9068	ANGPTL1	2.5e-05	1.28e-06	-5.047669	5.01887	-0.7354679	2.1e-08	2.16e-10	-7.1670393	13.42201	-1.05106108
23452	ANGPTL2	0.969	0.953	-0.059149	-6.58572	-0.0091188	0.0516	0.0175	2.4214898	-3.83226	0.46166874
27329	ANGPTL3	0.774	0.676	0.41879	-6.50086	0.0117362	0.726	0.604	-0.5202194	-6.52081	-0.01829503
51129	ANGPTL4	0.0213	0.00588	-2.79416	-2.82969	-0.7004029	0.0797	0.0306	2.1969565	-4.31834	0.74090476
253935	ANGPTL5	0.766	0.664	-0.435183	-6.49396	-0.0304158	0.175	0.0852	-1.7409076	-5.17322	-0.13422878
83854	ANGPTL6	0.943	0.914	0.108712	-6.58161	0.0075931	0.477	0.331	0.9766008	-6.18338	0.09013561
10218	ANGPTL7	0.606	0.474	0.717032	-6.33392	0.2564341	0.284	0.163	-1.4071516	-5.68129	-0.59138716
286	ANK1	0.00297	0.000495	3.561422	-0.57762	0.2338493	0.014	0.00334	3.0157608	-2.35167	0.24718634
287	ANK2	0.0927	0.0384	-2.088766	-4.4636	-0.1630002	0.122	0.0532	-1.959289	-4.78648	-0.21183747
288	ANK3	0.701	0.585	-0.547499	-6.43953	-0.0597075	0.000945	0.000117	-4.0318069	0.75963	-0.48442754
150709	ANKAR	0.187	0.0956	-1.677255	-5.21093	-0.1984363	0.00254	4e-04	-3.6797909	-0.39371	-0.50672567
348094	ANKDD1A	0.483	0.345	-0.946915	-6.14587	-0.0670933	0.536	0.389	-0.8658777	-6.28388	-0.08659213
162282	ANKFN1	0.000752	8.88e-05	4.028762	1.01772	0.2869177	4.03e-05	2.38e-06	5.0457009	4.45553	0.408647
51479	ANKFY1	0.309	0.186	1.329976	-5.7189	0.1280715	0.207	0.106	1.6314986	-5.35097	0.18657039
56172	ANKH	0.00149	0.000208	3.802263	0.22439	0.356142	0.00457	0.000819	3.4646654	-1.06059	0.40000104
54882	ANKHD1	0.729	0.619	-0.498392	-6.46485	-0.0204738	0.192	0.0965	-1.6797793	-5.27386	-0.09465321
404734	ANKHD1-EIF4EBP3	0.111	0.0484	-1.990102	-4.65693	-0.1331249	0.00287	0.000467	-3.6337922	-0.5388	-0.31566563
54467	ANKIB1	0.022	0.00614	2.779767	-2.86733	0.1460918	0.132	0.059	1.9124291	-4.87302	0.18292029
255239	ANKK1	0.575	0.44	0.77488	-6.29145	0.1016083	0.55	0.403	0.8410135	-6.30481	0.14512422
126549	ANKLE1	0.25	0.14	-1.484289	-5.50723	-0.162263	0.388	0.248	-1.1630789	-5.98749	-0.15292133
23141	ANKLE2	0.0171	0.00444	2.888634	-2.57829	0.2891003	0.000101	7.28e-06	4.7663506	3.38753	0.53220497
51281	ANKMY1	0.353	0.223	1.223753	-5.85143	0.048801	0.577	0.433	0.7884311	-6.34711	0.04035714
57037	ANKMY2	0.916	0.872	0.16087	-6.57467	0.0151646	0.986	0.976	0.030294	-6.65476	0.00361077
57763	ANKRA2	0.0113	0.00263	3.059128	-2.10581	0.2463537	0.304	0.178	1.3564453	-5.7495	0.14722567
27063	ANKRD1	0.601	0.469	0.726032	-6.32753	0.0620382	0.0345	0.0104	2.6167362	-3.37614	0.51727329
55608	ANKRD10	0.000387	3.9e-05	4.239844	1.78997	0.523134	0.0153	0.00374	2.9776407	-2.45471	0.45831988
29123	ANKRD11	0.483	0.346	0.94607	-6.14666	0.0789996	0.736	0.617	0.5021071	-6.53	0.04618219
23253	ANKRD12	0.939	0.908	-0.11638	-6.58076	-0.0079369	0.313	0.185	-1.3346524	-5.77808	-0.12619048
88455	ANKRD13A	0.871	0.807	-0.245368	-6.55771	-0.0170874	0.747	0.63	-0.4833366	-6.53917	-0.04178571
124930	ANKRD13B	0.255	0.144	-1.469639	-5.5283	-0.0750228	0.426	0.282	-1.0814092	-6.07738	-0.07009006
81573	ANKRD13C	0.117	0.0523	1.956298	-4.72113	0.162904	0.98	0.966	0.0424626	-6.65432	0.0050207
338692	ANKRD13D	0.706	0.59	-0.539308	-6.44392	-0.0395572	0.206	0.106	1.6329942	-5.34861	0.16704451
54522	ANKRD16	0.521	0.383	-0.875109	-6.21014	-0.0494046	0.169	0.081	-1.7648032	-5.13297	-0.12677122
26057	ANKRD17	0.0206	0.00565	-2.807927	-2.79352	-0.1920646	0.00614	0.00119	-3.3500531	-1.40347	-0.29126708
253650	ANKRD18A	0.199	0.103	-1.639637	-5.27143	-0.1685452	0.00374	0.000642	-3.5385157	-0.83504	-0.39093375
	ANKRD19	0.322	0.196	1.297458	-5.76061	0.0483455	0.261	0.145	1.4709878	-5.59202	0.08408799
26287	ANKRD2	4.38e-06	1.46e-07	-5.519644	7.08819	-0.4525996	0.000753	8.9e-05	-4.1068642	1.01498	-0.44338302
441430	ANKRD20A2	0.149	0.071	-1.818441	-4.97209	-0.1864451	0.0141	0.00339	-3.0113397	-2.36368	-0.35930435
118932	ANKRD22	8.26e-08	1.02e-09	6.518862	11.84765	1.4181995	0.00626	0.00121	3.3429833	-1.42433	1.03807971
200539	ANKRD23	0.438	0.3	-1.040302	-6.05481	-0.1315266	0.224	0.119	-1.5758351	-5.43723	-0.22921222
170961	ANKRD24	0.0212	0.00584	-2.796757	-2.82288	-0.1785766	0.0885	0.035	-2.1416077	-4.43168	-0.17495549
22852	ANKRD26	0.332	0.205	1.27377	-5.79037	0.0818647	0.952	0.921	0.0998252	-6.65026	0.0074648
	ANKRD26L1	0.0805	0.032	2.164241	-4.30977	0.2609137	0.0632	0.0226	2.3197938	-4.0576	0.33454451
84079	ANKRD27	0.391	0.257	1.138946	-5.94947	0.0898651	0.121	0.0526	1.9647341	-4.7763	0.17933023
23243	ANKRD28	0.013	0.00314	-3.002437	-2.26558	-0.1495038	0.56	0.414	-0.8209833	-6.32124	-0.06009834
147463	ANKRD29	0.0251	0.00725	2.722416	-3.01557	0.3228611	0.215	0.112	1.6057764	-5.39118	0.22372774
91074	ANKRD30A	0.946	0.918	-0.103597	-6.58215	-0.0021914	0.775	0.667	0.4317458	-6.5626	0.01095859
256006	ANKRD31	0.35	0.22	-1.230475	-5.84336	-0.0274861	0.55	0.403	-0.8404811	-6.30525	-0.02575052
	ANKRD32	0.0133	0.00323	2.992741	-2.29264	0.1372723	0.000315	3.02e-05	4.398326	2.036	0.25210352
341405	ANKRD33	0.000129	9.77e-06	-4.578446	3.09231	-0.84621	0.00632	0.00123	-3.3381152	-1.43867	-0.77528675
651746	ANKRD33B	0.111	0.0487	-1.98747	-4.66196	-0.4245222	0.479	0.333	-0.9735813	-6.18628	-0.3184824
284615	ANKRD34A	0.00146	0.000202	3.810379	0.25217	0.1415312	0.00193	0.000283	3.7806626	-0.07088	0.19794617
340120	ANKRD34B	0.937	0.904	-0.120975	-6.58022	-0.010145	0.773	0.665	0.4344128	-6.56145	0.04334576
148741	ANKRD35	0.926	0.887	-0.142599	-6.5774	-0.0261003	0.918	0.865	-0.1708484	-6.6407	-0.04032402
57730	ANKRD36B	0.279	0.162	1.404199	-5.61991	0.202946	0.977	0.96	-0.0497196	-6.65399	-0.00794099
353322	ANKRD37	0.0813	0.0325	-2.158723	-4.32119	-0.3437075	0.825	0.734	-0.3413417	-6.5973	-0.0695942
51239	ANKRD39	0.861	0.792	0.26403	-6.55302	0.0156452	0.278	0.158	-1.4239888	-5.65811	-0.11574638
91369	ANKRD40	0.613	0.482	0.70528	-6.34215	0.0370937	0.508	0.361	0.9187528	-6.23736	0.05460041
338699	ANKRD42	0.105	0.0452	2.019985	-4.59931	0.1490287	0.974	0.957	0.0542626	-6.65376	0.00506315
	ANKRD43	0.542	0.404	-0.836061	-6.24298	-0.0985388	5.15e-05	3.16e-06	-4.9751222	4.18248	-0.70954762
91526	ANKRD44	0.17	0.0845	1.736431	-5.11308	0.1111057	0.149	0.0692	1.8396837	-5.00353	0.15414596
339416	ANKRD45	0.151	0.0725	1.80902	-4.98861	0.1014396	0.153	0.071	1.8271958	-5.02546	0.16800621
157567	ANKRD46	0.745	0.639	-0.470666	-6.4781	-0.0542123	0.00332	0.000555	-3.5822405	-0.69981	-0.39192754
54851	ANKRD49	0.751	0.646	0.459781	-6.4831	0.0429888	0.65	0.514	-0.6553192	-6.44213	-0.0775528
	ANKRD5	0.545	0.408	-0.83006	-6.2479	-0.0691013	0.751	0.635	-0.4757971	-6.54276	-0.05172567
57182	ANKRD50	0.0013	0.000174	3.851387	0.39328	0.2763691	0.00737	0.00149	3.2791349	-1.61117	0.25283747
283373	ANKRD52	0.0153	0.00387	-2.934012	-2.45488	-0.2112098	0.102	0.0422	-2.0611068	-4.59187	-0.20909213
79998	ANKRD53	0.0201	0.00546	-2.819246	-2.76366	-0.2997765	0.0239	0.00658	-2.7830918	-2.96377	-0.38861491
129138	ANKRD54	0.0018	0.000264	-3.736725	0.00184	-0.2254299	0.00173	0.000247	-3.8194971	0.05507	-0.29817288
79722	ANKRD55	0.282	0.165	1.396113	-5.63095	0.0913567	0.278	0.158	1.4247618	-5.65704	0.14880745
	ANKRD57	0.0663	0.0251	2.263096	-4.10055	0.2172448	0.724	0.601	0.5249617	-6.51836	0.06880331
	ANKRD58	0.315	0.191	1.314037	-5.73947	0.1753945	0.373	0.235	1.1945329	-5.95118	0.19719151
22881	ANKRD6	0.939	0.907	-0.116505	-6.58074	-0.0080019	0.277	0.157	-1.4279375	-5.65264	-0.13508489
140731	ANKRD60	0.705	0.59	0.540208	-6.44344	0.0568263	0.848	0.764	-0.3016857	-6.60997	-0.00890787
342850	ANKRD62	0.681	0.561	0.582501	-6.42003	0.0211298	0.133	0.0596	1.9080286	-4.88104	0.10087992
56311	ANKRD7	0.4	0.264	-1.120268	-5.97014	-0.0722885	0.219	0.115	-1.5923387	-5.41195	-0.11746998
122416	ANKRD9	0.565	0.429	-0.793001	-6.27747	-0.0819614	0.974	0.957	-0.054322	-6.65375	-0.0069089
23294	ANKS1A	0.311	0.187	-1.324393	-5.72613	-0.1305935	0.1	0.0412	-2.0720675	-4.57039	-0.21771532
56899	ANKS1B	0.672	0.55	0.599445	-6.41016	0.0209645	0.457	0.312	-1.0166566	-6.14411	-0.04160041
124401	ANKS3	0.699	0.583	0.550469	-6.43792	0.0702594	0.883	0.813	0.2372596	-6.62723	0.03399379
257629	ANKS4B	0.000132	1.01e-05	4.571176	3.06356	0.3673067	0.0489	0.0164	2.4475061	-3.77326	0.20270704
203286	ANKS6	0.739	0.631	-0.481948	-6.4728	-0.0267412	0.784	0.678	-0.4163329	-6.56909	-0.03006625
55139	ANKZF1	0.909	0.861	-0.176028	-6.57214	-0.0141807	0.569	0.423	0.804374	-6.33457	0.09209834
54443	ANLN	3.24e-10	1.05e-12	7.786374	18.47484	1.0484276	2.54e-11	4.19e-14	8.9795986	21.70136	1.6140559
55107	ANO1	1.16e-09	5.56e-12	7.487702	16.86418	1.1107453	9.07e-07	2.27e-08	6.1394293	8.92348	1.23374017
55129	ANO10	0.785	0.688	-0.401988	-6.50767	-0.0268309	0.962	0.937	-0.0791131	-6.65211	-0.00654037
57101	ANO2	0.686	0.567	-0.573565	-6.42512	-0.0651211	0.583	0.439	-0.7769245	-6.35601	-0.11349586
63982	ANO3	0.0272	0.00801	-2.687753	-3.10382	-0.2872176	0.0692	0.0256	-2.270708	-4.1633	-0.29784058
121601	ANO4	0.0325	0.01	2.608789	-3.30101	0.1479749	0.00627	0.00122	3.341847	-1.42768	0.26776915
203859	ANO5	0.134	0.0618	-1.882163	-4.85826	-0.3175302	1.64e-06	4.78e-08	-5.9700637	8.20609	-1.16423499
196527	ANO6	0.954	0.93	-0.087861	-6.58364	-0.0059021	0.38	0.241	-1.1804664	-5.96754	-0.10657867
50636	ANO7	0.231	0.126	1.539879	-5.42546	0.1563805	0.522	0.375	-0.8921934	-6.26106	-0.07498654
57719	ANO8	0.00428	0.00078	3.429884	-0.99702	0.5859639	0.0135	0.00321	3.0293366	-2.31472	0.6714824
338440	ANO9	0.162	0.0794	1.766272	-5.0625	0.1666325	0.16	0.0755	1.7983454	-5.0756	0.24610041
8125	ANP32A	0.00358	0.000622	3.495572	-0.78924	0.2388506	0.181	0.0894	1.7175712	-5.21204	0.13942547
10541	ANP32B	0.183	0.0923	-1.694275	-5.18312	-0.1177862	0.474	0.329	-0.9824662	-6.17773	-0.09271014
	ANP32C	0.392	0.257	-1.137042	-5.9516	-0.0758394	0.942	0.903	0.1220605	-6.64781	0.01046066
23519	ANP32D	0.751	0.645	0.460974	-6.48256	0.0409105	0.252	0.138	1.4960614	-5.55592	0.14574431
81611	ANP32E	5.82e-07	1.22e-08	6.031105	9.46495	0.4834263	9.43e-06	4.03e-07	5.4740161	6.15559	0.47867391
290	ANPEP	0.000105	7.53e-06	-4.640371	3.33866	-1.3658751	0.000191	1.6e-05	-4.564763	2.639	-1.54350104
84168	ANTXR1	0.00104	0.000133	3.922649	0.64142	0.481347	1.51e-05	7.11e-07	5.3385649	5.61032	0.84425983
118429	ANTXR2	0.00464	0.000863	3.400114	-1.09007	0.3597294	0.0165	0.00412	2.9451267	-2.54176	0.39788199
	ANUBL1	0.0683	0.0261	2.247571	-4.13398	0.1307347	0.598	0.456	0.7482503	-6.37762	0.05389027
301	ANXA1	0.00185	0.000273	3.727734	-0.02844	0.6573088	1.85e-07	3.15e-09	6.5813866	10.83061	1.40831988
11199	ANXA10	3.69e-12	2.43e-15	8.838572	24.33537	3.0290329	0.2	0.102	1.6522841	-5.31803	0.8227412
311	ANXA11	0.0481	0.0166	2.423159	-3.74336	0.1628472	0.317	0.189	1.3237381	-5.79223	0.09819255
312	ANXA13	0.00742	0.00156	3.22294	-1.62946	0.8581933	0.999	0.998	0.0020748	-6.65522	0.00062629
302	ANXA2	1.85e-07	2.76e-09	6.325217	10.88901	0.7107225	2.22e-07	4.01e-09	6.5277	10.59647	0.81874534
	ANXA2P1	7.41e-05	4.94e-06	4.739274	3.7372	0.726301	1.69e-05	8.3e-07	5.3014481	5.4621	0.90495238
	ANXA2P3	0.00262	0.00042	3.607769	-0.42668	0.5476406	0.000282	2.64e-05	4.4341422	2.16458	0.7480911
306	ANXA3	7.34e-07	1.62e-08	5.972963	9.1882	1.0654415	0.0722	0.027	2.2481038	-4.21131	0.67723395
307	ANXA4	0.256	0.144	1.467092	-5.53194	0.3175365	0.228	0.122	-1.5632346	-5.45637	-0.47847412
308	ANXA5	0.128	0.0582	1.908922	-4.80934	0.2003689	0.873	0.798	0.2567954	-6.62243	0.02864286
309	ANXA6	0.181	0.0915	-1.698674	-5.17589	-0.2025973	0.572	0.427	-0.7974715	-6.34003	-0.1124089
310	ANXA7	0.0189	0.00509	2.843445	-2.69947	0.1954388	0.372	0.234	1.1970875	-5.94819	0.0976087
	ANXA8L2	2.88e-07	4.78e-09	6.216995	10.36042	1.4113058	5.4e-14	1.64e-17	10.630843	29.29559	3.18702381
8416	ANXA9	0.142	0.0666	-1.847802	-4.92011	-0.4208858	0.0312	0.00918	-2.6635518	-3.26227	-0.7511646
313	AOAH	0.635	0.506	-0.666401	-6.36841	-0.085107	0.494	0.348	-0.9436045	-6.21457	-0.13893271
314	AOC2	0.0952	0.0399	-2.073058	-4.49497	-0.1507066	0.0564	0.0196	-2.376689	-3.93258	-0.19219669
8639	AOC3	0.906	0.856	0.181634	-6.57115	0.0412225	0.816	0.722	-0.3573955	-6.59173	-0.10620704
	AOF1	0.081	0.0323	2.160804	-4.31689	0.0899607	0.00785	0.00162	3.2527634	-1.68752	0.14113458
	AOF2	0.862	0.794	-0.26211	-6.55352	-0.0163164	0.184	0.0912	1.7076203	-5.22844	0.11948344
316	AOX1	2.4e-10	6.67e-13	-7.866508	18.91143	-1.6667974	7.08e-10	2.94e-12	-8.0844123	17.58155	-1.89592961
162	AP1B1	0.917	0.873	0.160022	-6.5748	0.0104126	0.269	0.151	1.4475912	-5.62517	0.12109524
164	AP1G1	0.0548	0.0196	2.358416	-3.89057	0.1146285	0.411	0.269	1.1122366	-6.0442	0.06795031
8906	AP1G2	0.982	0.972	-0.034722	-6.58685	-0.0029977	0.775	0.667	0.4317297	-6.56261	0.04835507
	AP1GBP1	0.529	0.391	0.860916	-6.22225	0.0618155	0.659	0.524	0.6397529	-6.45211	0.06009524
8907	AP1M1	0.682	0.562	0.581151	-6.42081	0.0394114	0.0114	0.00258	3.1018086	-2.11518	0.23595135
10053	AP1M2	0.0152	0.00382	2.938467	-2.44268	0.3833514	0.433	0.289	1.0663248	-6.09328	0.19613251
1174	AP1S1	0.764	0.661	0.438968	-6.49233	0.024848	0.408	0.266	1.1203023	-6.03536	0.08004244
8905	AP1S2	0.865	0.799	-0.255434	-6.55523	-0.0384251	0.297	0.173	-1.3739813	-5.72618	-0.23762526
130340	AP1S3	1.21e-08	9.14e-11	6.974844	14.1657	0.808668	7.17e-08	9.51e-10	6.8445076	11.98693	0.99410559
160	AP2A1	0.094	0.0392	-2.080707	-4.47972	-0.1006847	0.834	0.746	0.3250499	-6.6027	0.01963872
161	AP2A2	0.000422	4.35e-05	-4.211793	1.68556	-0.2189901	0.000649	7.43e-05	-4.1562667	1.18479	-0.27837681
163	AP2B1	0.00269	0.000436	3.597084	-0.46163	0.2620175	0.00145	0.000199	3.882131	0.26015	0.33291511
1173	AP2M1	0.782	0.685	0.406941	-6.50569	0.0361849	0.0185	0.00474	2.8975586	-2.66769	0.30736542
1175	AP2S1	0.133	0.0613	1.885542	-4.85212	0.1440673	0.00187	0.000272	3.7923881	-0.03295	0.35636853
8546	AP3B1	0.654	0.529	0.630989	-6.39104	0.0474637	0.759	0.646	-0.4608687	-6.5497	-0.04709317
8120	AP3B2	0.0569	0.0206	-2.33964	-3.93256	-0.1910306	0.0489	0.0163	-2.4480806	-3.77195	-0.24567184
8943	AP3D1	0.263	0.15	-1.448523	-5.5583	-0.1504059	0.437	0.293	-1.0575003	-6.10249	-0.10774845
26985	AP3M1	0.514	0.375	-0.888968	-6.19812	-0.043969	0.259	0.144	-1.4747001	-5.58671	-0.07943892
10947	AP3M2	1.84e-05	8.61e-07	5.135704	5.39523	0.3738077	0.000212	1.83e-05	4.5302771	2.51292	0.38448965
1176	AP3S1	0.819	0.734	0.340559	-6.53018	0.0279141	0.143	0.0654	1.8658428	-4.95713	0.19017184
10239	AP3S2	0.81	0.722	-0.355948	-6.52489	-0.0179531	0.0578	0.0202	-2.3645922	-3.95938	-0.15441408
10717	AP4B1	0.0213	0.00589	2.794059	-2.82995	0.2209177	0.335	0.203	1.2812864	-5.84619	0.11486128
23431	AP4E1	0.000906	0.000112	3.968318	0.80238	0.203073	0.288	0.166	1.3971806	-5.69489	0.09095652
9179	AP4M1	0.243	0.135	1.503679	-5.47904	0.0821579	0.0895	0.0355	2.1352779	-4.44448	0.16852588
11154	AP4S1	0.182	0.092	1.695804	-5.1806	0.147542	0.933	0.889	-0.1399003	-6.64549	-0.01531884
317	APAF1	0.00294	0.00049	3.564275	-0.56838	0.3121205	0.773	0.664	0.4356466	-6.56092	0.04745963
320	APBA1	0.241	0.133	-1.511653	-5.46735	-0.0544852	0.981	0.967	0.0416709	-6.65436	0.00245652
321	APBA2	0.234	0.128	1.529867	-5.4404	0.102645	0.0149	0.0036	2.9909186	-2.41894	0.2490352
9546	APBA3	0.19	0.0971	1.669638	-5.22328	0.1498442	0.393	0.253	1.151652	-6.00045	0.14751553
322	APBB1	0.000341	3.33e-05	-4.279004	1.93664	-0.3500924	0.0167	0.00419	-2.9391729	-2.55761	-0.30833747
54518	APBB1IP	0.824	0.741	-0.331094	-6.53332	-0.0455367	0.772	0.663	-0.4366762	-6.56047	-0.0779824
323	APBB2	0.229	0.125	1.543143	-5.42057	0.1312991	0.0487	0.0163	2.4496851	-3.76829	0.29481988
10307	APBB3	0.335	0.208	-1.265788	-5.80027	-0.1266712	0.654	0.519	-0.6477708	-6.447	-0.08507246
324	APC	0.546	0.409	-0.828381	-6.24926	-0.0392478	0.857	0.776	-0.2856588	-6.61465	-0.01578986
10297	APC2	0.114	0.0503	-1.973719	-4.68817	-0.1598955	0.0849	0.0332	-2.1637596	-4.38663	-0.22897412
147495	APCDD1	0.335	0.207	-1.26628	-5.79966	-0.216359	0.181	0.0891	-1.7191672	-5.2094	-0.38892443
164284	APCDD1L	0.565	0.429	0.792876	-6.27757	0.0653518	0.108	0.0452	2.0318879	-4.64864	0.20952174
325	APCS	0.359	0.228	-1.209509	-5.86838	-0.3016655	0.587	0.445	-0.7676459	-6.36309	-0.24334161
327	APEH	0.2	0.104	-1.636425	-5.27653	-0.0938964	0.269	0.151	-1.4488667	-5.62338	-0.09568116
328	APEX1	0.21	0.111	1.603258	-5.32868	0.101049	0.0454	0.0148	2.4849974	-3.68726	0.18707971
27301	APEX2	0.99	0.985	-0.018893	-6.58727	-0.0013153	0.996	0.992	0.0094969	-6.65517	0.00081366
51107	APH1A	0.0585	0.0213	-2.326644	-3.96145	-0.1960846	0.463	0.318	-1.0034696	-6.15721	-0.11168427
83464	APH1B	0.548	0.411	0.823917	-6.25289	0.0794692	0.572	0.427	0.7984604	-6.33925	0.10251449
